,Volcano_Name,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km,Summit,Elevation
1453,Bishamondake,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,35,35,61520.0,61520.0,174501.0,2171586.0,1386,4547
1477,Bongabti,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,55,55,920.0,30581.0,103744.0,321195.0,1790,5873
1531,Cheb Basin,Volcanic field,Czech Republic,Volcanic Region,Western Europe,pleistocene,Pleistocene,49,49,14959.0,62234.0,676872.0,8954351.0,585,1919
1552,Clayton Valley,Pyroclastic cone,United States,Volcanic Region,USA (Nevada),pleistocene,Pleistocene,37,37,30.0,39.0,753.0,41053.0,1490,4888
1559,"Columbretes, Islas",Volcanic field,Spain,Volcanic Region,Western Europe,pleistocene,Pleistocene,39,39,2738.0,50749.0,231112.0,2528256.0,33,108
1560,Conchagua,Stratovolcano,El Salvador,Volcanic Region,El Salvador and Honduras,pleistocene,Pleistocene,13,13,1076.0,5575.0,172113.0,2625176.0,1225,4019
1567,Corregidor,Caldera,Philippines,Volcanic Region,Luzon,pleistocene,Pleistocene,14,14,516.0,516.0,1517.0,5340.0,173,568
1568,Corvo,Stratovolcano,Portugal,Volcanic Region,Azores,pleistocene,Pleistocene,39,39,370.0,370.0,577.0,71942.0,718,2356
1573,Crater Flat,Volcanic field,United States,Volcanic Region,USA (Nevada),pleistocene,Pleistocene,36,36,351.0,1907.0,13731.0,875371.0,1128,3701
1575,Crown Island,Stratovolcano,Papua New Guinea,Volcanic Region,Northeast of New Guinea,pleistocene,Pleistocene,5,5,40.0,132.0,2524.0,415432.0,298,978
1584,Cuxliquel,Lava dome,Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,14,14,24690.0,24690.0,69813.0,2253282.0,3029,9938
1609,Didolli,Caldera,Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,12,12,2815.0,2815.0,7605.0,119999.0,1191,3907
1613,Dittmar,Stratovolcano,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,40,40,1279.0,4257.0,103789.0,813154.0,2328,7638
1614,Doma Peaks,Stratovolcano,Papua New Guinea,Volcanic Region,New Guinea and D'Entrecasteaux Islands,pleistocene,Pleistocene,5,5,1.0,34.0,1425.0,30006.0,3568,11706
1626,Dzau,Fissure vent,Georgia,Volcanic Region,Western Asia,pleistocene,Pleistocene,42,42,484.0,484.0,12235.0,72547.0,1904,6247
1664,Foundland,Stratovolcano,Dominica,Volcanic Region,West Indies,pleistocene,Pleistocene,15,15,570.0,570.0,725.0,106237.0,960,3150
1676,Gaeta Bay Volcanic Field,Submarine,Italy,Volcanic Region,Italy,pleistocene,Pleistocene,40,40,41.0,45.0,87.0,4473.0,Unknown,
1703,Giluwe,Shield,Papua New Guinea,Volcanic Region,New Guinea and D'Entrecasteaux Islands,pleistocene,Pleistocene,6,6,1449.0,8524.0,168136.0,1614661.0,4368,14331
1706,Golaya,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,52,52,3.0,3.0,273.0,461496.0,858,2815
1731,Haungaroa,Submarine,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,32,32,136278.0,136278.0,344723.0,2975160.0,-660,-2165
1744,Hlodufell,Tuya,Iceland,Volcanic Region,Iceland (southwestern),pleistocene,Pleistocene,64,64,466462.0,466462.0,1010821.0,8935632.0,1188,3898
1778,Imbing,Stratovolcano,Philippines,Volcanic Region,Mindanao,pleistocene,Pleistocene,7,7,3878.0,47725.0,274542.0,2733310.0,700,2297
1795,"Izopo, Montaña de",Shield,Honduras,Volcanic Region,El Salvador and Honduras,pleistocene,Pleistocene,13,13,88294.0,308228.0,597576.0,2142694.0,2020,6627
1801,Jianshan,Shield,China,Volcanic Region,China (eastern),pleistocene,Pleistocene,48,48,46994.0,295392.0,517965.0,740953.0,399,1309
1825,Kannabe,Shield,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,35,35,11332.0,36288.0,255708.0,1414780.0,460,1509
1847,Kekurny,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,56,56,470.0,470.0,12823.0,2206006.0,1377,4518
1882,Kobinai,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,39,39,2.0,49.0,366.0,6423.0,1004,3294
1905,Kulal,Shield,Kenya,Volcanic Region,Africa (eastern),pleistocene,Pleistocene,2,2,2.0,30.0,278.0,3407.0,2285,7497
1910,Kuntomintar,Stratovolcano,Russia,Volcanic Region,Kuril Islands,pleistocene,Pleistocene,48,48,270.0,4861.0,73682.0,1017203.0,828,2717
1931,Latour Butte,Lava cone,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,40,40,639.0,3343.0,300696.0,6386916.0,2054,6739
1934,Lava Butte,Shield,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,43,43,70.0,70.0,722.0,163387.0,1447,4747
1936,Lava Mountains Volcanic Field,Lava dome,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,35,35,2801.0,2801.0,5729.0,1194378.0,1510,4954
1937,Lavic Lake,Volcanic field,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,34,34,3230167.0,3230167.0,3230167.0,7659339.0,1495,4905
1968,Lotomgan Group,Pyroclastic cone,Papua New Guinea,Volcanic Region,New Britain,pleistocene,Pleistocene,5,5,564958.0,564958.0,709881.0,4549176.0,555,1821
1973,Lunar Crater,Pyroclastic cone,United States,Volcanic Region,USA (Nevada),pleistocene,Pleistocene,38,38,39295.0,194312.0,665160.0,12748840.0,2255,7398
1978,Madarao,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,36,36,2737.0,4331.0,40811.0,1223589.0,1382,4534
1988,Makanru Island,Stratovolcano,Russia,Volcanic Region,Kuril Islands,pleistocene,Pleistocene,49,49,10822.0,176032.0,5685941.0,23133031.0,1136,3727
1989,Malabar,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,7,7,2397210.0,2397210.0,3218499.0,22950711.0,2307,7569
2000,Mandalawangi,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,7,7,1054.0,21434.0,343169.0,3441094.0,1631,5351
2006,Maripipi,Unknown,Philippines,Volcanic Region,Central Philippines,pleistocene,Pleistocene,11,11,117.0,532.0,27958.0,475588.0,924,3031
2010,Masahuat Volcanic Field,Stratovolcano,El Salvador,Volcanic Region,El Salvador and Honduras,pleistocene,Pleistocene,14,14,9.0,19.0,492.0,4403.0,1005,3297
2075,"Negro, Cerro",Shield,Costa Rica,Volcanic Region,Costa Rica,pleistocene,Pleistocene,10,10,112.0,112.0,406.0,8463.0,136,446
2081,"Nevado, Cerro",Volcanic field,Argentina,Volcanic Region,Central Chile and Argentina,pleistocene,Pleistocene,35,35,58168.0,58168.0,78676.0,421077.0,3791,12438
2124,Oliver-Speight,Submarine,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,32,32,21.0,182.0,1246.0,17574.0,-1840,-6037
2137,Ostanets,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,52,52,14.0,14.0,34.0,8527.0,719,2359
2143,Ovalny,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,56,56,5.0,29.0,659.0,7138.0,732,2402
2148,Pacdahauan,Unknown,Philippines,Volcanic Region,Central Philippines,pleistocene,Pleistocene,11,11,7793.0,79870.0,311625.0,1869793.0,628,2060
2154,Paniri,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,22,22,91.0,474.0,9443.0,269944.0,5946,19508
2168,Pesawaran-Ratai,Stratovolcano,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,5,5,673.0,2765.0,87794.0,1850111.0,1575,5167
2188,Plosky,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,57,57,653.0,47055.0,270617.0,862807.0,1255,4117
2215,Putoto,Submarine,Undersea Features,Volcanic Region,Kermadec Islands,pleistocene,Pleistocene,27,27,20275.0,181399.0,2409092.0,25745923.0,-260,-853
2218,Puyo,Pyroclastic cone,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,1,1,5159.0,5159.0,33367.0,511150.0,1072,3517
2246,Rendova,Stratovolcano,Solomon Islands,Volcanic Region,Bougainville and Solomon Islands,pleistocene,Pleistocene,8,8,2920.0,2920.0,11513.0,363602.0,1050,3445
2260,Rotorua,Caldera,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,38,38,1377.0,1724.0,2859.0,5368.0,757,2484
2268,Ryohaku Maruyama,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,36,36,43112.0,43112.0,99770.0,1978131.0,1786,5860
2294,San Pedro-San Pablo,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,21,21,20736.0,20736.0,33847.0,72402.0,6142,20151
2301,Sanggabuana,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,6,6,86059.0,86059.0,106846.0,196479.0,1291,4236
2308,Santo Domingo Volcanic Field,Maar,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,22,22,2272.0,227058.0,1122253.0,7115052.0,1550,5085
2311,Sao Nicolau,Stratovolcano,Cape Verde,Volcanic Region,Cape Verde Islands,pleistocene,Pleistocene,16,16,1251.0,12665.0,190926.0,190926.0,1270,4167
2312,Sao Tome,Shield,Sao Tome and Principe,Volcanic Region,Africa (western),pleistocene,Pleistocene,0,0,51018.0,63609.0,81522.0,123573.0,2024,6640
2314,Sapporo,Shield,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,42,42,15.0,15.0,15.0,2113.0,1294,4245
2344,Shiitokoro,Lava dome,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,43,43,21.0,166.0,29809.0,1179682.0,1336,4383
2348,Shiretoko,Stratovolcano,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,44,44,1907.0,6140.0,57356.0,3018745.0,1254,4114
2367,Sincholagua,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,0,0,90526.0,90526.0,223438.0,4290753.0,4893,16053
2409,Sunequera,Shield,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,21,21,158.0,8090.0,120340.0,1759980.0,5899,19354
2441,Tauranga Volcanic Centre,Volcanic field,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,37,37,800.0,4272.0,323619.0,680856.0,200,656
2485,Toney Mountain,Shield,Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,75,75,23.0,442.0,13083.0,135356.0,3595,11795
2487,Torikabuto,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,36,36,205.0,940.0,12621.0,2616514.0,2038,6686
2490,Tortuguero,Pyroclastic cone,Costa Rica,Volcanic Region,Costa Rica,pleistocene,Pleistocene,10,10,175047.0,175047.0,332834.0,3920102.0,119,390
2501,Tsaolingshan,Shield,Taiwan,Volcanic Region,Taiwan,pleistocene,Pleistocene,24,24,252532.0,252532.0,803365.0,6572125.0,347,1138
2510,Tumanniy,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,51,51,454.0,454.0,6042.0,301037.0,681,2234
2518,Tuzovsky,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,57,57,4170.0,4170.0,6719.0,264757.0,1516,4974
2541,Unnamed,Cone,Vietnam,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,19,19,26.0,26.0,93.0,7111.0,Unknown,
2586,Usami,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,34,34,3344.0,8771.0,93852.0,1720737.0,592,1942
2590,Usun Apau Plateau,Unknown,Malaysia,Volcanic Region,Borneo,pleistocene,Pleistocene,2,2,2260.0,2260.0,2260.0,650270.0,Unknown,
2593,Uturuncu,Stratovolcano,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,22,22,67523.0,67523.0,149598.0,2014529.0,6008,19711
2623,Washington,Shield,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,44,44,48.0,48.0,48.0,433.0,2376,7795
2624,Waw an Namous,Caldera,Libya,Volcanic Region,Africa (northern),pleistocene,Pleistocene,24,24,60290.0,175081.0,2494318.0,20876714.0,470,1542
2642,"Yayantique, Cerro",Stratovolcano,El Salvador,Volcanic Region,El Salvador and Honduras,pleistocene,Pleistocene,13,13,136.0,1241.0,36600.0,744096.0,613,2011
2643,"Yeguada, La",Stratovolcano,Panama,Volcanic Region,Panama,pleistocene,Pleistocene,8,8,94.0,1571.0,15775.0,580885.0,1297,4255
