,Volcano_Name,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km,Summit,Elevation
513,Ixtepeque,Lava dome,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Credible,14,14,131906.0,131906.0,374232.0,8263727.0,1292,4239
514,Iya,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,1969 CE,8,8,10837.0,46835.0,62974.0,535387.0,618,2028
515,Iyang-Argapura,Complex,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Credible,7,7,372.0,11959.0,1601344.0,10538031.0,3088,10131
516,Izalco,Stratovolcano,El Salvador,México and Central America,El Salvador and Honduras,holocene,1966 CE,13,13,937.0,55665.0,1272308.0,6415818.0,1950,6398
517,Iztaccihuatl,Stratovolcano,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,19,19,98.0,1343.0,1036172.0,27276280.0,5230,17159
518,Izu-Oshima,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1990 CE,34,34,2381.0,8037.0,8375.0,11837468.0,746,2448
519,Izu-Tobu,Pyroclastic cone,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1989 CE,34,34,5886.0,61727.0,447660.0,17928355.0,1406,4613
520,Izu-Torishima,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2002 CE,30,30,21.0,21.0,21.0,21.0,394,1293
522,Jailolo,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,Unknown - Evidence Credible,1,1,7459.0,21868.0,79855.0,633186.0,993,3258
524,Jaraguay Volcanic Field,Pyroclastic cone,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,29,29,1933.0,1933.0,3141.0,21934.0,960,3150
525,Jatun Mundo Quri Warani,Lava dome,Bolivia,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,19,19,73.0,341.0,6186.0,314777.0,5438,17841
526,"Jayu Khota, Laguna",Maar,Bolivia,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,19,19,176.0,856.0,6757.0,70825.0,3650,11975
528,Jingbo,Volcanic field,China,Kamchatka and Mainland Asia,China (eastern),holocene,520 BCE,44,44,35038.0,35038.0,149132.0,2372857.0,1000,3281
529,Jocotitlan,Stratovolcano,Mexico,México and Central America,Mexico,holocene,1270 CE,19,19,7220.0,84108.0,630469.0,24986674.0,3900,12795
532,Jumaytepeque,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Uncertain,14,14,11369.0,79805.0,429177.0,7084813.0,1802,5912
533,Kaba,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,2000 CE,3,3,278.0,15352.0,333750.0,2608259.0,1940,6365
538,Kaikohe-Bay of Islands,Volcanic field,New Zealand,New Zealand to Fiji,New Zealand,holocene,400 CE,35,35,13786.0,13786.0,18679.0,133899.0,388,1273
540,Kalatungan,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,Unknown - Evidence Uncertain,7,7,418.0,27005.0,359527.0,5273061.0,2824,9265
546,Kanlaon,Stratovolcano,Philippines,Philippines and SE Asia,Central Philippines,holocene,2017 CE,10,10,1662.0,40276.0,923257.0,9345000.0,2435,7989
547,Kao,Stratovolcano,Tonga,New Zealand to Fiji,Tonga Islands,holocene,1847 CE,19,19,236.0,1170.0,1563.0,8602.0,1009,3310
548,Karaca Dag,Shield,Turkey,Mediterranean and Western Asia,Turkey,holocene,Unknown - Evidence Credible,37,37,2157.0,6718.0,93286.0,2344496.0,1957,6421
549,Karang,Stratovolcano,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Uncertain,6,6,1006.0,73942.0,1753655.0,23398992.0,1768,5801
550,Karangetang,Stratovolcano,Indonesia,Indonesia,Sangihe Islands,holocene,2022 CE,2,2,892.0,4478.0,11066.0,65667.0,1797,5896
551,Karapinar Field,Pyroclastic cone,Turkey,Mediterranean and Western Asia,Turkey,holocene,Unknown - Evidence Credible,37,37,46013.0,46013.0,73698.0,1220961.0,1302,4272
552,Karisimbi,Stratovolcano,DR Congo,Africa and Red Sea,Africa (central),holocene,8050 BCE,1,1,9657.0,85615.0,1198124.0,10835260.0,4490,14731
553,Karkar,Stratovolcano,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,2014 CE,4,4,5.0,4159.0,20127.0,189841.0,1839,6033
555,Karthala,Shield,Comoros,Middle East and Indian Ocean,Indian Ocean (western),holocene,2007 CE,11,11,225379.0,225379.0,278330.0,399067.0,2361,7746
562,Katunga,Tuff cone,Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Credible,0,0,9430.0,144953.0,657740.0,5787434.0,1707,5600
563,Katwe-Kikorongo,Tuff cone,Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Credible,0,0,446218.0,446218.0,578503.0,6241035.0,1067,3501
564,Kavachi,Submarine,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,holocene,2021 CE,8,8,6.0,6.0,802.0,50014.0,-20,-66
565,Kawi-Butak,Stratovolcano,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Credible,7,7,507.0,127978.0,2927446.0,24141573.0,2651,8698
567,Kelimutu,Complex,Indonesia,Indonesia,Lesser Sunda Islands,holocene,1968 CE,8,8,746.0,9896.0,118605.0,606946.0,1639,5377
568,Kelud,Stratovolcano,Indonesia,Indonesia,Java,holocene,2014 CE,7,7,279.0,50901.0,2087876.0,24999627.0,1730,5676
569,Keluo Group,Pyroclastic cone,China,Kamchatka and Mainland Asia,China (eastern),holocene,Unknown - Evidence Credible,49,49,20323.0,20323.0,72863.0,994984.0,670,2198
570,Kendang,Stratovolcano,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Credible,7,7,7758.0,89790.0,2601697.0,21174023.0,2594,8510
572,Kerinci,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,2021 CE,1,1,304.0,33878.0,264107.0,1437454.0,3800,12467
573,Ketoi,Stratovolcano,Russia,Kuril Islands,Kuril Islands,holocene,1960 CE,47,47,1.0,10.0,11.0,90.0,1172,3845
575,Khanuy Gol,Volcanic field,Mongolia,Kamchatka and Mainland Asia,Mongolia,holocene,Unknown - Evidence Credible,48,48,6120.0,6120.0,6120.0,66243.0,1886,6188
576,Kharimkotan,Stratovolcano,Russia,Kuril Islands,Kuril Islands,holocene,1933 CE,49,49,2.0,2.0,4.0,22.0,1145,3757
577,"Khaybar, Harrat",Volcanic field,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),holocene,650 CE,25,25,13619.0,13619.0,13619.0,1415732.0,2093,6867
581,Kikai,Caldera,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,2020 CE,30,30,152.0,152.0,152.0,1002905.0,704,2310
583,Kilauea,Shield,United States,Hawaii and Pacific Ocean,Hawaiian Islands,holocene,2022 CE,19,19,3122.0,3122.0,8495.0,169550.0,1222,4009
585,Kirishimayama,Shield,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,2018 CE,31,31,647.0,8415.0,407050.0,3972044.0,1700,5577
586,"Kishb, Harrat",Volcanic field,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),holocene,Unknown - Evidence Credible,22,22,8028.0,8028.0,8028.0,25048.0,1475,4839
590,Kita-Ioto,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1945 CE,25,25,158.0,162.0,162.0,1210.0,792,2598
592,Klabat,Stratovolcano,Indonesia,Indonesia,Sulawesi,holocene,Unknown - Unrest / Holocene,1,1,1352.0,39935.0,822740.0,1326026.0,1968,6457
595,Kolokol Group,Stratovolcano,Russia,Kuril Islands,Kuril Islands,holocene,1973 CE,46,46,2.0,2.0,128.0,375.0,1328,4357
597,Kone,Caldera,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,1820 CE,8,8,7289.0,27271.0,255387.0,4245801.0,1380,4528
599,Korath Range,Tuff cone,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Uncertain,5,5,24549.0,24549.0,48969.0,270726.0,912,2992
600,Koro,Pyroclastic cone,Fiji,New Zealand to Fiji,Fiji Islands,holocene,Unknown - Evidence Uncertain,17,17,621.0,1759.0,1761.0,141037.0,522,1713
601,Korosi,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,0,0,1256.0,9641.0,85474.0,2051312.0,1446,4744
604,Kostakan,Pyroclastic cone,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1350 CE,53,53,13.0,13.0,1352.0,232577.0,1150,3773
606,Kozushima,Lava dome,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,838 CE,34,34,2406.0,2406.0,5716.0,442731.0,572,1877
607,Krafla,Caldera,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),holocene,1984 CE,65,65,384.0,384.0,1258.0,25667.0,800,2625
608,Krakatau,Caldera,Indonesia,Indonesia,Krakatau,holocene,2021 CE,6,6,7177.0,7177.0,8027.0,6326159.0,155,509
609,Krasheninnikov,Caldera,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1550 CE,54,54,308.0,308.0,814.0,4674.0,1816,5958
611,Krummel-Garbuna-Welcker,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Britain,holocene,2008 CE,5,5,91.0,8207.0,58235.0,143455.0,564,1850
612,Krysuvik-Trolladyngja,Crater rows,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),holocene,2021 CE,63,63,29070.0,29070.0,164484.0,195915.0,360,1181
614,Kuchinoerabujima,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,2020 CE,30,30,1544.0,1698.0,5348.0,149518.0,657,2156
615,Kuchinoshima,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,1190 CE,29,29,93.0,101.0,291.0,11002.0,628,2060
616,Kueishantao,Stratovolcano,Taiwan,"Japan, Taiwan, Marianas",Taiwan,holocene,1853 CE,24,24,1.0,6523.0,471596.0,10011370.0,361,1184
617,Kuh-e Nader,Volcanic field,Iran,Middle East and Indian Ocean,Middle East (eastern),holocene,Unknown - Evidence Uncertain,28,28,2979.0,2979.0,17818.0,232462.0,1500,4921
618,Kujusan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,1996 CE,33,33,1667.0,11771.0,181541.0,7815706.0,1791,5876
620,Kula,Pyroclastic cone,Turkey,Mediterranean and Western Asia,Turkey,holocene,Unknown - Evidence Credible,38,38,66866.0,66866.0,187845.0,2655406.0,750,2461
621,Kunlun Volcanic Group,Pyroclastic cone,China,Kamchatka and Mainland Asia,China (western),holocene,1951 CE,35,35,1253.0,1253.0,3212.0,22621.0,5808,19055
623,Kurikomayama,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1950 CE,38,38,226.0,1081.0,104165.0,4615592.0,1627,5338
624,Kurile Lake,Caldera,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,6440 BCE,51,51,23.0,23.0,397.0,4078.0,81,266
626,Kurub,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,11,11,8.0,9.0,64938.0,341992.0,625,2051
627,Kusatsu-Shiranesan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,2018 CE,36,36,4485.0,14296.0,434049.0,5947593.0,2165,7103
628,Kussharo,Caldera,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1320 CE,43,43,8331.0,8331.0,26476.0,680109.0,574,1883
629,Kuttara,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1820 CE,42,42,10198.0,34015.0,220509.0,3371955.0,549,1801
630,Kutum Volcanic Field,Pyroclastic cone,Sudan,Africa and Red Sea,Africa (northern),holocene,Unknown - Evidence Uncertain,14,14,30569.0,30569.0,30569.0,194797.0,1779,5837
631,Kuwae,Caldera,Vanuatu,Melanesia and Australia,Vanuatu,holocene,1974 CE,16,16,2836.0,2836.0,5725.0,48609.0,-2,-7
633,Kyatwa,Tuff cone,Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Uncertain,0,0,271685.0,271685.0,537190.0,4350194.0,1430,4692
634,Kyejo,Stratovolcano,Tanzania,Africa and Red Sea,Africa (eastern),holocene,1800 CE,9,9,2259.0,38428.0,378511.0,2263665.0,2176,7139
635,La Palma,Stratovolcano,Spain,Atlantic Ocean,Canary Islands,holocene,2021 CE,28,28,442.0,18506.0,55922.0,85416.0,2426,7959
636,Laguna Caldera,Caldera,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Unrest / Holocene,14,14,625567.0,625567.0,7073814.0,26270664.0,743,2438
637,"Lajas, Las",Shield,Nicaragua,México and Central America,Nicaragua,holocene,Unknown - Evidence Uncertain,12,12,1901.0,11384.0,130109.0,3304910.0,926,3038
638,Lamington,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,1956 CE,8,8,252.0,2018.0,45841.0,146630.0,1680,5512
639,Lamongan,Stratovolcano,Indonesia,Indonesia,Java,holocene,1898 CE,7,7,6588.0,66387.0,2193829.0,15322387.0,1641,5384
640,Langila,Complex,Papua New Guinea,Melanesia and Australia,New Britain,holocene,2022 CE,5,5,213.0,3653.0,11641.0,45698.0,1330,4364
641,Lanin,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,560 CE,39,39,13.0,352.0,3007.0,202987.0,3776,12388
642,Lanzarote,Fissure vent,Spain,Atlantic Ocean,Canary Islands,holocene,1824 CE,29,29,19033.0,80515.0,164123.0,225373.0,670,2198
646,Late,Stratovolcano,Tonga,New Zealand to Fiji,Tonga Islands,holocene,1854 CE,18,18,158.0,158.0,158.0,17190.0,540,1772
647,Lateiki,Submarine,Tonga,New Zealand to Fiji,Tonga Islands,holocene,2019 CE,19,19,18.0,18.0,18.0,7907.0,43,141
649,Lawu,Stratovolcano,Indonesia,Indonesia,Java,holocene,1885 CE,7,7,2171.0,68175.0,2344575.0,24931156.0,3265,10712
650,"Lengai, Ol Doinyo",Stratovolcano,Tanzania,Africa and Red Sea,Africa (eastern),holocene,2022 CE,2,2,186.0,1855.0,18074.0,545305.0,2962,9718
651,Leonard Range,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,120 CE,7,7,908.0,3682.0,451047.0,4321874.0,1080,3543
652,Leroboleng,Complex,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2003 CE,8,8,9164.0,26794.0,358627.0,896194.0,1095,3593
655,Lewotobi,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2003 CE,8,8,18686.0,59084.0,284976.0,906184.0,1703,5587
656,Lewotolok,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2022 CE,8,8,4390.0,10032.0,159023.0,695083.0,1431,4695
657,Liado Hayk,Maar,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Uncertain,9,9,22847.0,22847.0,54244.0,2688559.0,878,2881
658,Liamuiga,Stratovolcano,Saint Kitts and Nevis,West Indies,West Indies,holocene,160 CE,17,17,2009.0,7285.0,35138.0,141136.0,1156,3793
659,Licancabur,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,22,22,10.0,86.0,1650.0,12389.0,5916,19409
660,Licto,Pyroclastic cone,Ecuador,South America,Ecuador,holocene,Unknown - Evidence Uncertain,1,1,250144.0,250144.0,333276.0,1806438.0,3336,10945
661,Lihir,Compound,Papua New Guinea,Melanesia and Australia,New Ireland,holocene,Unknown - Evidence Credible,3,3,959.0,2592.0,3562.0,32340.0,700,2297
662,Lipari,Stratovolcano,Italy,Mediterranean and Western Asia,Italy,holocene,1230 CE,38,38,26049.0,28925.0,36059.0,1564043.0,590,1936
664,Ljosufjoll,Fissure vent,Iceland,Iceland and Arctic Ocean,Iceland (western),holocene,960 CE,64,64,713.0,713.0,1511.0,192797.0,1063,3488
665,Llaima,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,2009 CE,38,38,86.0,811.0,18568.0,630458.0,3125,10253
668,Lokon-Empung,Stratovolcano,Indonesia,Indonesia,Sulawesi,holocene,2015 CE,1,1,12183.0,75684.0,942160.0,1583346.0,1580,5184
669,Lolo,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Britain,holocene,Unknown - Evidence Uncertain,5,5,5176.0,13925.0,35526.0,144334.0,796,2612
670,Lolobau,Caldera,Papua New Guinea,Melanesia and Australia,New Britain,holocene,1912 CE,4,4,7243.0,7243.0,9659.0,62340.0,858,2815
671,Loloru,Pyroclastic shield,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,holocene,1050 BCE,6,6,1.0,173.0,26075.0,97088.0,1887,6191
672,Long Island,Complex,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,1993 CE,5,5,172.0,2023.0,4017.0,78803.0,1280,4199
673,"Longavi, Nevado de",Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,4890 BCE,36,36,17.0,141.0,3901.0,753797.0,3242,10636
674,Longgang Group,Pyroclastic cone,China,Kamchatka and Mainland Asia,China (eastern),holocene,350 CE,42,42,34708.0,34708.0,197016.0,4407575.0,1000,3281
675,Longonot,Stratovolcano,Kenya,Africa and Red Sea,Africa (eastern),holocene,1863 CE,0,0,809.0,17893.0,410677.0,8750154.0,2776,9108
676,Lonquimay,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1990 CE,38,38,96.0,540.0,13635.0,504320.0,2832,9291
677,Lopevi,Stratovolcano,Vanuatu,Melanesia and Australia,Vanuatu,holocene,2007 CE,16,16,690.0,793.0,7942.0,50310.0,1413,4636
678,Lubukraya,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,Unknown - Evidence Uncertain,1,1,349.0,6931.0,445954.0,2208734.0,1862,6109
679,"Lunayyir, Harrat",Volcanic field,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),holocene,1000 CE,25,25,234.0,234.0,234.0,61662.0,1370,4495
680,Ly Son Group,Volcanic field,Vietnam,Philippines and SE Asia,Southeast Asia,holocene,Unknown - Evidence Credible,15,15,700.0,700.0,29181.0,2303467.0,157,515
681,Ma Alalta,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,13,13,3925.0,25246.0,66381.0,1332833.0,1745,5725
685,Machin,Stratovolcano,Colombia,South America,Colombia,holocene,1180 CE,4,4,2150.0,15212.0,570836.0,4165071.0,2749,9019
686,Madeira,Shield,Portugal,Atlantic Ocean,Azores,holocene,4500 BCE,32,32,209816.0,209816.0,215730.0,220977.0,1862,6109
687,Madilogo,Pyroclastic cone,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,Unknown - Evidence Credible,9,9,146.0,670.0,10015.0,486684.0,850,2789
689,Mahagnao,Stratovolcano,Philippines,Philippines and SE Asia,Central Philippines,holocene,Unknown - Unrest / Holocene,10,10,11.0,4338.0,66949.0,827590.0,860,2822
690,Mahawu,Stratovolcano,Indonesia,Indonesia,Sulawesi,holocene,1977 CE,1,1,18618.0,111852.0,878193.0,1503109.0,1299,4262
691,Maipo,Caldera,Chile,South America,Central Chile and Argentina,holocene,1912 CE,34,34,3916.0,3916.0,8221.0,1684481.0,5323,17464
692,Makaturing,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,1882 CE,7,7,1501.0,9752.0,418007.0,6142586.0,1818,5965
693,Makian,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,1988 CE,0,0,4986.0,8466.0,21360.0,441768.0,1357,4452
695,"Malinche, La",Stratovolcano,Mexico,México and Central America,Mexico,holocene,1170 BCE,19,19,46.0,2769.0,2324232.0,8225539.0,4461,14636
696,Malindang,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,Unknown - Evidence Credible,8,8,317.0,13659.0,731423.0,4044299.0,2404,7887
697,Malindig,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Evidence Credible,13,13,8066.0,21486.0,217286.0,2639049.0,1157,3796
698,Malintang,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,Unknown - Evidence Credible,0,0,56.0,535.0,169047.0,1602138.0,1983,6506
699,Mallahle,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Uncertain,13,13,912.0,1454.0,3830.0,30930.0,1875,6152
700,Maly Semyachik,Caldera,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1952 CE,54,54,98.0,98.0,497.0,10182.0,1527,5010
701,Mammoth Mountain,Lava dome,United States,Canada and Western USA,USA (California),holocene,1260 CE,37,37,2220.0,6242.0,7745.0,77851.0,3369,11053
702,Managlase Plateau,Volcanic field,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,Unknown - Evidence Credible,9,9,5732.0,5732.0,14700.0,145917.0,1342,4403
703,Manam,Stratovolcano,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,2022 CE,4,4,1106.0,2553.0,24364.0,180402.0,1807,5928
704,Manda Gargori,Fissure vent,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,11,11,284.0,1127.0,74334.0,310427.0,700,2297
705,Manda Hararo,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,2009 CE,12,12,191.0,857.0,7455.0,419204.0,600,1969
706,Manda-Inakir,Fissure vent,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,1928 CE,12,12,116.0,1130.0,15991.0,223924.0,600,1969
707,Mandalagan,Complex,Philippines,Philippines and SE Asia,Central Philippines,holocene,Unknown - Unrest / Holocene,10,10,563.0,6491.0,765974.0,9390672.0,1885,6184
709,Manzaz Volcanic Field,Pyroclastic cone,Algeria,Africa and Red Sea,Africa (northern),holocene,Unknown - Evidence Credible,23,23,1196.0,1196.0,1326.0,5278.0,1672,5486
710,Marapi,Complex,Indonesia,Indonesia,Sumatra,holocene,2018 CE,0,0,706.0,57453.0,818039.0,4059773.0,2885,9465
711,Marchena,Shield,Ecuador,South America,Galapagos Islands,holocene,1991 CE,0,0,785.0,785.0,785.0,3001.0,343,1125
712,Mare,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,Unknown - Evidence Credible,0,0,889.0,20821.0,300717.0,498716.0,308,1010
713,"Marha, Jabal el-",Tuff cone,Yemen,Middle East and Indian Ocean,Middle East (southern),holocene,Unknown - Evidence Uncertain,15,15,7617.0,215379.0,2502680.0,6484784.0,2506,8222
715,"Marinaqui, Laguna",Pyroclastic cone,Chile,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,38,38,95.0,314.0,4640.0,85612.0,2108,6916
717,Mariveles,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,2050 BCE,14,14,903.0,48079.0,455154.0,25981912.0,1388,4554
718,Markagunt Plateau,Volcanic field,United States,Canada and Western USA,USA (Utah),holocene,1050 CE,37,37,970.0,970.0,1887.0,186184.0,2840,9318
719,"Marra, Jebel",Volcanic field,Sudan,Africa and Red Sea,Africa (northern),holocene,2000 BCE,12,12,638.0,8692.0,120061.0,983802.0,3042,9980
720,Marsabit,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Uncertain,2,2,16804.0,22677.0,49742.0,111322.0,1707,5600
724,Masaraga,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Evidence Credible,13,13,14744.0,141095.0,1390760.0,4193903.0,1328,4357
725,Masaya,Caldera,Nicaragua,México and Central America,Nicaragua,holocene,2022 CE,11,11,989888.0,989888.0,1914707.0,2926954.0,594,1949
726,Mascota Volcanic Field,Pyroclastic cone,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,20,20,16293.0,16293.0,31760.0,1083467.0,2525,8284
727,Mashu,Caldera,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1080 CE,43,43,9794.0,9794.0,25627.0,632919.0,857,2812
728,Mat Ala,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,13,13,45.0,92.0,6756.0,83190.0,493,1617
729,Matthew Island,Stratovolcano,France,Melanesia and Australia,Pacific Ocean (southwestern),holocene,1956 CE,22,22,1.0,1.0,1.0,1.0,177,581
730,Matutum,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,1290 CE,6,6,855.0,10431.0,822372.0,5316209.0,2286,7500
732,"Maule, Laguna del",Caldera,Chile,South America,Central Chile and Argentina,holocene,50 BCE,36,36,1045.0,1045.0,1521.0,169334.0,2162,7093
733,Mauna Kea,Shield,United States,Hawaii and Pacific Ocean,Hawaiian Islands,holocene,2460 BCE,19,19,126.0,126.0,9950.0,166888.0,4205,13796
734,Mauna Loa,Shield,United States,Hawaii and Pacific Ocean,Hawaiian Islands,holocene,1984 CE,19,19,45.0,45.0,1906.0,175315.0,4170,13681
735,Mayon,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,2019 CE,13,13,4350.0,248448.0,1166441.0,4142375.0,2462,8077
736,Mayor Island,Shield,New Zealand,New Zealand to Fiji,New Zealand,holocene,5060 BCE,37,37,105.0,105.0,141.0,355290.0,355,1165
739,Meager,Complex,Canada,Canada and Western USA,Canada,holocene,410 BCE,50,50,1.0,111.0,307.0,17662.0,2680,8793
742,Megata,Maar,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,2050 BCE,39,39,1854.0,3577.0,81218.0,1205440.0,291,955
743,Mehetia,Stratovolcano,France,Hawaii and Pacific Ocean,Pacific Ocean (central),holocene,Unknown - Evidence Credible,17,17,114.0,114.0,114.0,114.0,389,1276
744,Meidob Volcanic Field,Pyroclastic cone,Sudan,Africa and Red Sea,Africa (northern),holocene,2950 BCE,15,15,5140.0,5140.0,5140.0,24193.0,2000,6562
748,Menengai,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,6050 BCE,0,0,2192.0,204608.0,886293.0,4259089.0,2278,7474
750,Merapi,Stratovolcano,Indonesia,Indonesia,Java,holocene,2022 CE,7,7,49205.0,185849.0,4348473.0,24728414.0,2910,9547
751,Merbabu,Stratovolcano,Indonesia,Indonesia,Java,holocene,1797 CE,7,7,19996.0,249747.0,3019783.0,25096234.0,3118,10230
752,Mere Lava,Stratovolcano,Vanuatu,Melanesia and Australia,Vanuatu,holocene,Unknown - Evidence Credible,14,14,72.0,73.0,73.0,18522.0,1028,3373
754,Methana,Lava dome,Greece,Mediterranean and Western Asia,Greece,holocene,258 BCE,37,37,152.0,1683.0,48917.0,4220783.0,760,2493
757,Michoacan-Guanajuato,Pyroclastic cone,Mexico,México and Central America,Mexico,holocene,1952 CE,19,19,5783287.0,5783287.0,5783287.0,5783287.0,3860,12664
758,Midagahara,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1839 CE,36,36,401.0,521.0,143935.0,4455560.0,2621,8599
759,Mikurajima,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,4100 BCE,33,33,293.0,293.0,4551.0,25466.0,851,2792
